start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng,community,edit community,suburb,recode reason,gps lookup,notes,recode,community_clean,area,shape_area,perimeter,area_num_1,area_numbe,comarea_id,comarea,shape_len
Public Rack - Pullman - Ross Dress for Less,3,0,0,2023/04/23,2023/06/15,41.69871271,-87.6,PULLMAN,,,,,,,PULLMAN,0,59001555.6,0,50,50,0,0,35572.06951
Public Rack - Pullman - Walmart,13,0,0,2023/04/11,2023/06/22,41.69694901,-87.6,PULLMAN,,,,,,,PULLMAN,0,59001555.6,0,50,50,0,0,35572.06951
Woodlawn & 103rd,52,0,0,2023/05/23,2023/12/17,41.70734517,-87.59410417,PULLMAN,,,,,,,PULLMAN,0,59001555.6,0,50,50,0,0,35572.06951
Woodlawn & 103rd - Olive Harvey Vaccination Site,24,0,0,2023/02/07,2023/05/22,41.707378,-87.5940175,PULLMAN,,,,,,,PULLMAN,0,59001555.6,0,50,50,0,0,35572.06951
Altgeld Gardens,60,0,0,2023/03/20,2023/12/03,41.65666553,-87.59890083,RIVERDALE,,,,,,,RIVERDALE,0,98389497.41,0,54,54,0,0,46455.44086
Eberhart Ave & 131st St,27,0,0,2023/02/20,2023/10/01,41.65792227,-87.6108011,RIVERDALE,,,,,,,RIVERDALE,0,98389497.41,0,54,54,0,0,46455.44086
Public Rack - Calumet Ave & 133rd St,1,0,0,2023/09/12,2023/09/12,41.65370067,-87.61438817,RIVERDALE,,,,,,,RIVERDALE,0,98389497.41,0,54,54,0,0,46455.44086
Public Rack - Champlain Ave & 134th St,2,0,0,2023/07/10,2023/07/10,41.65740833,-87.60670667,RIVERDALE,,,,,,,RIVERDALE,0,98389497.41,0,54,54,0,0,46455.44086
Public Rack - Ellis Ave & 132nd Pl,1,0,0,2023/04/10,2023/04/10,41.66,-87.6,RIVERDALE,,,,,,,RIVERDALE,0,98389497.41,0,54,54,0,0,46455.44086
Public Rack - Ellis Ave & Doty Ave,1,0,0,2023/04/27,2023/04/27,41.66,-87.6,RIVERDALE,,,,,,,RIVERDALE,0,98389497.41,0,54,54,0,0,46455.44086
Bosworth Ave & Howard St,977,24,0,2023/02/04,2024/01/31,42.01933801,-87.67015493,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Clark St & Columbia Ave,2552,56,4,2023/02/01,2024/01/31,42.0043555,-87.67263925,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Clark St & Jarvis Ave,1351,45,0,2023/02/01,2024/01/31,42.01580167,-87.67512717,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Clark St & Schreiber Ave,3448,79,0,2023/02/01,2024/01/31,41.99905729,-87.6715765,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Eastlake Ter & Howard St,1713,19,0,2023/02/01,2024/01/30,42.01835716,-87.66447282,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Glenwood Ave & Morse Ave,4582,128,1,2023/02/01,2024/01/31,42.00465383,-87.6657515,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Glenwood Ave & Touhy Ave,2104,53,3,2023/02/01,2024/01/31,42.01256454,-87.66655423,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Greenview Ave & Jarvis Ave,3464,85,0,2023/02/01,2024/01/31,42.015858,-87.66887033,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Paulina St & Howard St,2639,74,2,2023/02/01,2024/01/31,42.0184648,-87.67382097,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Sheridan Rd & Columbia Ave,3233,85,2,2023/02/01,2024/01/31,42.00433314,-87.66186383,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Sheridan Rd & Greenleaf Ave,2002,46,1,2023/02/01,2024/01/31,42.01016629,-87.66252351,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Sheridan Rd & Loyola Ave,4779,114,3,2023/02/01,2024/01/31,42.00066042,-87.66151989,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Wolcott Ave & Fargo Ave,534,15,0,2023/02/02,2024/01/31,42.01679421,-87.67790675,ROGERS PARK,,,,,,,ROGERS PARK,0,51259902.45,0,1,1,0,0,34052.39758
Chicago State University,467,6,0,2023/02/06,2024/01/31,41.71886633,-87.62228333,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Dauphin Ave & 103rd St,96,1,0,2023/02/27,2024/01/23,41.70725,-87.60776883,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Doty Ave & 111th St,104,6,0,2023/02/06,2024/01/31,41.69496751,-87.61246932,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Halsted St & 104th St,61,2,0,2023/03/21,2024/01/31,41.70512497,-87.64252083,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Indiana Ave & 103rd St,79,0,0,2023/02/04,2023/12/30,41.706908,-87.618808,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Martin Luther King Dr & 111th St,145,1,0,2023/02/02,2024/01/31,41.69,-87.61384833,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Michigan Ave & 114th St,40,0,0,2023/02/11,2023/12/31,41.68696267,-87.62121677,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Abbott Park,21,0,0,2023/06/10,2023/09/10,41.721343,-87.6227375,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Calumet Ave & 103rd St,1,0,0,2023/08/29,2023/08/29,41.70731688,-87.61558688,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Eggleston Ave & 115th St,3,0,0,2023/05/14,2023/05/24,41.68518972,-87.63385999,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Indiana Ave & 111th St,10,0,0,2023/02/16,2023/12/31,41.69,-87.62,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Lafayette Ave & 95th St,125,8,0,2023/02/04,2024/01/27,41.72,-87.63,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Michigan Ave & 107th St,2,2,0,2024/01/02,2024/01/02,41.69953334,-87.62102544,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Michigan Ave & 110th St,2,0,0,2023/08/18,2023/09/30,41.69422417,-87.62080267,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Michigan Ave & 113th St,1,0,0,2023/05/30,2023/05/30,41.68869734,-87.62090337,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Michigan Ave & 96th St,33,0,0,2023/02/05,2023/12/27,41.71862125,-87.62087262,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Normal Ave & 111th St,31,0,0,2023/03/16,2023/11/15,41.69,-87.64,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Perry Ave & 108th Pl,2,0,0,2023/07/11,2023/07/11,41.69705701,-87.62575984,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Perry Ave & 111th St,3,0,0,2023/11/13,2023/12/02,41.69275904,-87.62670434,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Princeton Ave & 99th Pl,1,0,0,2023/12/04,2023/12/04,41.713513,-87.6309755,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Union Ave & 111th St,1,0,0,2023/05/12,2023/05/12,41.69,-87.64,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Public Rack - Wentworth Ave & 103rd St,3,1,0,2023/06/15,2024/01/04,41.70716405,-87.62823367,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
S Wentworth Ave & W 111th St,56,0,0,2023/02/11,2023/12/21,41.69,-87.63,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
State St & 95th St,799,4,0,2023/02/01,2024/01/28,41.72119545,-87.62294367,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Vernon Ave & 107th St,68,1,1,2023/02/18,2024/01/15,41.70011783,-87.6124315,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Wentworth Ave & 104th St,13,0,0,2023/04/10,2023/11/20,41.7052705,-87.629217,ROSELAND,,,,,,,ROSELAND,0,134313706.7,0,49,49,0,0,56632.79543
Baltimore Ave & 87th St,222,11,0,2023/02/05,2024/01/24,41.73728667,-87.54865205,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Commercial Ave & 83rd St,216,17,0,2023/02/06,2024/01/31,41.744537,-87.55128968,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Exchange Ave & 79th St,137,5,0,2023/02/18,2024/01/30,41.75104165,-87.55311477,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Houston Ave & 92nd St,143,12,0,2023/03/16,2024/01/21,41.7281543,-87.54970014,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Marquette Ave & 89th St,60,0,0,2023/02/02,2023/11/02,41.73351617,-87.55862188,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Phillips Ave & 83rd St,54,2,0,2023/04/26,2024/01/30,41.74450417,-87.56517863,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Brandon Ave & 91st St,51,2,0,2023/03/25,2024/01/08,41.72987449,-87.55,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Buffalo Ave & 89th St,19,0,0,2023/04/20,2023/12/20,41.73,-87.54448783,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Colfax Ave & 83rd St,6,1,0,2023/06/02,2024/01/18,41.74457233,-87.56108767,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Commercial Ave & 89th St,8,1,0,2023/03/11,2024/01/01,41.73,-87.55146587,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Houston Ave & 91st St,3,0,0,2023/03/11,2023/10/31,41.73,-87.55,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Jeffery Blvd & 83rd St,4,0,0,2023/09/12,2023/11/17,41.74439367,-87.57500458,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Mackinaw Ave & 85th St,19,2,0,2023/08/23,2024/01/21,41.7420336,-87.54325831,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Marquette Ave & 79th St,1,0,0,2023/09/07,2023/09/07,41.7513515,-87.55881633,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Public Rack - Marquette Ave & 83rd St,13,0,0,2023/09/10,2023/12/27,41.74457267,-87.55864283,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Steelworkers Park,130,1,0,2023/02/03,2024/01/26,41.737927,-87.53122842,SOUTH CHICAGO,,,,,,,SOUTH CHICAGO,0,93272185.01,0,46,46,0,0,52435.97943
Big Marsh Park,235,0,0,2023/02/11,2023/11/18,41.685853,-87.573825,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Bradley Park,15,1,0,2023/03/05,2024/01/29,41.71786916,-87.564592,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Commercial Ave & 100th St,36,0,0,2023/04/28,2023/11/11,41.71328,-87.55128181,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Constance Ave & 95th St,104,2,0,2023/02/09,2024/01/29,41.72203934,-87.57902169,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Oglesby Ave & 100th St,62,0,0,2023/02/12,2023/12/22,41.71327412,-87.56590983,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - 10101 S Stony Island Ave,1,0,0,2023/07/10,2023/07/10,41.70837583,-87.58101567,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - Oglesby Ave & 105th St,1,0,0,2023/08/20,2023/08/20,41.70467579,-87.56568134,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - Oglesby Ave & 95th St,2,0,0,2023/02/20,2023/09/01,41.72,-87.57,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - Pullman Community Center,4,0,0,2023/04/23,2023/11/14,41.7,-87.59344447,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - Torrence Ave  & 106th St,2,0,0,2023/08/20,2023/08/26,41.70282853,-87.56003904,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - Torrence Ave & 103rd St,1,0,0,2023/09/16,2023/09/16,41.708402,-87.559827,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Public Rack - Yates Ave & 100th St,4,0,0,2023/06/14,2023/12/18,41.71343267,-87.56450403,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
Torrence Ave & 106th St,98,3,0,2023/02/01,2024/01/17,41.70268464,-87.55995983,SOUTH DEERING,,,,,,,SOUTH DEERING,0,303797059.7,0,51,51,0,0,80389.8718
900 W Harrison St,12646,449,4,2023/02/01,2024/01/31,41.84262621,-87.70415056,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Albany Ave & 26th St,199,1,0,2023/02/10,2024/01/22,41.84437525,-87.70213342,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
California Ave & 21st St,764,14,0,2023/02/01,2024/01/30,41.85337055,-87.69609594,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
California Ave & 23rd Pl,671,10,0,2023/02/02,2024/01/20,41.84891417,-87.69525417,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
California Ave & 26th St,267,9,0,2023/02/02,2024/01/31,41.84364267,-87.6950208,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
California Ave & 29th St,43,0,0,2023/02/12,2023/12/11,41.84,-87.69419183,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Canal St & Monroe St,15474,552,6,2023/02/01,2024/01/31,41.8461902,-87.70137894,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Central Park Ave & 24th St,305,4,0,2023/02/01,2024/01/27,41.84801602,-87.71526146,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Christiana Ave & Lawrence Ave,1817,30,0,2023/02/01,2024/01/31,41.84688818,-87.71207488,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Damen Ave & Division St,8018,235,5,2023/02/01,2024/01/31,41.83845019,-87.70318883,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Damen Ave & Grand Ave,5846,167,4,2023/02/01,2024/01/31,41.83845019,-87.716762,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Damen Ave & Pierce Ave,19964,455,8,2023/02/01,2024/01/31,41.8485715,-87.70160533,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Dearborn St & Monroe St,19059,776,16,2023/02/01,2024/01/31,41.84335967,-87.70137894,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Harding Ave & 26th St,64,3,0,2023/02/08,2024/01/31,41.84,-87.72346985,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Kedzie Ave & 21st St,411,17,1,2023/02/01,2024/01/26,41.85328269,-87.70515955,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Kedzie Ave & 24th St,153,4,0,2023/02/02,2024/01/31,41.84809315,-87.7056452,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Kedzie Ave & 24th St (Temp),9,0,0,2023/04/21,2023/05/22,41.846357,-87.705414,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Kildare Ave & 26th St,116,4,0,2023/02/02,2024/01/26,41.84,-87.7324015,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Komensky Ave & 31st St,195,13,0,2023/05/05,2024/01/31,41.83661592,-87.73,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
La Villita Park (Albany/30th),67,0,0,2023/02/06,2023/12/24,41.8392205,-87.70209622,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Lawndale Ave & 30th St,173,4,0,2023/02/03,2024/01/31,41.83883617,-87.72,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
May St & Cullerton St,2369,41,0,2023/02/01,2024/01/31,41.85460758,-87.68962943,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Millard Ave & 26th St,334,3,0,2023/02/03,2024/01/29,41.84442317,-87.71620433,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Morgan St & Polk St,19392,580,4,2023/02/01,2024/01/31,41.84262621,-87.71515142,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Peoria St & Jackson Blvd,17446,623,11,2023/02/01,2024/01/31,41.84262621,-87.70415056,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Avers Ave & Ogden Ave,15,0,0,2023/04/18,2023/11/14,41.85,-87.72134948,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Eli Whitney Public School,24,0,0,2023/05/18,2023/11/01,41.83992815,-87.73,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Homan Ave & 26th St,13,0,0,2023/02/26,2023/11/01,41.84,-87.71043944,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Karlov Ave & 26th St,5,0,0,2023/04/04,2023/12/08,41.84,-87.73,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Kedvale Ave & 26th St,2,0,0,2023/06/09,2023/06/09,41.84413064,-87.72790301,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Keeler Ave & 26th St,4,0,0,2023/02/13,2023/06/27,41.84,-87.73,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Komensky Ave & 26th St,5,0,0,2023/02/23,2023/08/24,41.84,-87.73,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Komensky Ave & 31st St,37,0,0,2023/02/07,2023/05/19,41.84,-87.73,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Lawndale Ave & 23rd St,67,1,0,2023/02/19,2024/01/12,41.84968782,-87.72,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Piotrowski Park,7,0,0,2023/02/17,2023/09/16,41.83666917,-87.73090167,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Public Rack - Zapata Academy,1,0,0,2023/07/07,2023/07/07,41.8417485,-87.73436267,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Pulaski Rd & Lake St,196,0,0,2023/02/11,2023/12/13,41.82823693,-87.72690916,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Rockwell St & Cermak Rd,628,19,0,2023/02/01,2024/01/31,41.85,-87.69071031,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Sacramento Ave & 25th St,146,2,0,2023/03/16,2024/01/13,41.84623015,-87.70031833,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Shields Ave & 31st St,5442,156,2,2023/02/01,2024/01/31,41.83820641,-87.70415056,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
St. Louis Ave & Balmoral Ave,1177,19,0,2023/02/02,2024/01/31,41.84797477,-87.71631002,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
State St & 35th St,6889,182,1,2023/02/01,2024/01/31,41.8300457,-87.70415056,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Tripp Ave & 31st St,65,2,0,2023/02/08,2024/01/30,41.83692777,-87.73057083,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Troy Ave & 27th St,96,0,0,2023/02/28,2023/12/23,41.84,-87.70418561,SOUTH LAWNDALE,,,,,,,SOUTH LAWNDALE,0,127998297.9,0,30,30,0,0,49904.04521
Bennett Ave & 79th St,59,1,0,2023/02/12,2024/01/23,41.7517817,-87.57856117,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Jeffery Blvd & 67th St,561,48,2,2023/02/11,2024/01/31,41.77339602,-87.57754883,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Jeffery Blvd & 71st St,471,17,0,2023/02/05,2024/01/30,41.766523,-87.57657981,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Jeffery Blvd & 76th St,106,4,0,2023/02/04,2024/01/31,41.75709167,-87.575936,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Phillips Ave & 79th St,190,5,0,2023/02/07,2024/01/30,41.75174701,-87.56541169,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Chappel Ave & 71st St,11,0,0,2023/06/21,2023/12/21,41.7660501,-87.57566,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - East End Ave & 75th St,3,0,0,2023/08/24,2023/09/10,41.758832,-87.58265483,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Exchange Ave & 73rd Pl,4,1,0,2023/06/21,2024/01/25,41.76253617,-87.56391466,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - James Madison School,1,0,0,2023/02/12,2023/02/12,41.76,-87.59,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Jeffery Blvd & 67th St,15,0,0,2023/04/27,2023/12/08,41.77,-87.58,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Jeffrey Blvd & 71st St,20,0,0,2023/02/14,2023/11/30,41.76617849,-87.58,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Kingston Ave & 75th St,3,0,0,2023/03/15,2023/10/06,41.75893462,-87.56229663,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Paxton Ave & 79th St,3,0,0,2023/10/16,2023/11/08,41.75171781,-87.57070112,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - South Shore Dr & 71st St,30,0,0,2023/02/24,2023/12/31,41.766065,-87.56281433,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - South Shore High School,1,0,0,2023/06/09,2023/06/09,41.7561805,-87.579701,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Stony Is Ave & 73rd St,2,0,0,2023/07/06,2023/11/23,41.76232147,-87.585572,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Vincennes Ave & 77th St,2,0,0,2023/06/17,2023/06/27,41.75699711,-87.56510866,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
Public Rack - Yates Blvd & Exchange Ave,2,0,0,2023/06/20,2023/10/06,41.76526817,-87.56626783,SOUTH SHORE,,,,,,,SOUTH SHORE,0,81812716.4,0,43,43,0,0,44249.64612
