start_station_name,rides_all,rides_january,rides_jan14_16,first_ride,last_ride,first_lat,first_lng
Elizabeth St & Randolph St,8560,358,8,2023-02-07,2024-01-31,41.87256061666667,-87.680721164
Ellis Ave & 53rd St,5928,234,9,2023-02-01,2024-01-31,41.7934645,-87.60257816666666
Ellis Ave & 55th St,19325,1033,23,2023-02-01,2024-01-31,41.784333583333336,-87.68012498333333
Ellis Ave & 58th St,9065,445,21,2023-02-01,2024-01-31,41.780446887,-87.63763988
Ellis Ave & 60th St,24326,1219,40,2023-02-01,2024-01-31,41.783069134,-87.602986336
Ellis Ave & 83rd St,88,3,0,2023-03-16,2024-01-29,41.744067788,-87.599159122
Elmwood Ave & Austin St,948,30,1,2023-02-01,2024-01-31,42.025234818,-87.684308767
Elston Ave & Cortland St,9810,310,6,2023-02-01,2024-01-31,41.883601657275165,-87.70073795
Elston Ave & George St,1676,38,0,2023-02-01,2024-01-31,41.93,-87.69112316666667
Elston Ave & Henderson St,1067,21,0,2023-02-02,2024-01-31,41.94,-87.70137216666667
Elston Ave & Wabansia Ave,2857,64,0,2023-02-01,2024-01-31,41.883601657275165,-87.66834043333333
Emerald Ave & 28th St,2952,71,1,2023-02-01,2024-01-31,41.84328866,-87.6456065
Emerald Ave & 31st St,6298,131,4,2023-02-01,2024-01-31,41.83774972,-87.646039486
Evans Ave & 75th St,139,8,1,2023-02-01,2024-01-28,41.758419833333335,-87.60650966666667
Evanston Civic Center,1431,53,0,2023-02-01,2024-01-31,42.05684516666667,-87.686793
Ewing Ave & Burnham Greenway,136,0,0,2023-02-11,2023-11-18,41.71252203,-87.74410333333333
Exchange Ave & 79th St,137,5,0,2023-02-18,2024-01-30,41.751041651,-87.553114772
Fairbanks Ct & Grand Ave,17198,413,6,2023-02-01,2024-01-31,41.882201183333336,-87.64862671494483
Fairbanks St & Superior St,7271,288,10,2023-02-01,2024-01-31,41.88694633333333,-87.63382566666667
Fairfield Ave & 44th St,300,8,0,2023-02-04,2024-01-31,41.81,-87.693335772
Fairfield Ave & Roosevelt Rd,302,7,0,2023-02-02,2024-01-27,41.866466165,-87.694638252
Federal St & Polk St,17460,511,13,2023-02-01,2024-01-31,41.8577225,-87.64862671494483
Field Blvd & South Water St,12028,197,5,2023-02-01,2024-01-31,41.84707783333333,-87.64862671494483
Field Museum,10590,66,0,2023-02-01,2024-01-31,41.84797476666667,-87.66671835
Financial Pl & Ida B Wells Dr,10553,315,2,2023-02-01,2024-01-31,41.8744155,-87.68051826666667
Fort Dearborn Dr & 31st St,4941,18,0,2023-02-03,2024-01-29,41.838373899,-87.68018376666667
Fort Dearborn Dr & 31st St*,3582,32,0,2023-06-05,2024-01-30,41.83523783333333,-87.61825943
Francisco Ave & 47th St,197,6,0,2023-02-09,2024-01-28,41.808148623,-87.7
Francisco Ave & Bloomingdale Ave,937,53,0,2023-02-01,2024-01-31,41.91,-87.7
Francisco Ave & Chicago Ave,1017,28,0,2023-04-27,2024-01-30,41.895567179,-87.7
Francisco Ave & Foster Ave,2058,58,1,2023-02-04,2024-01-31,41.97553466666667,-87.70154083333334
Francisco Ave & Hollywood Ave,142,2,0,2023-02-25,2024-01-27,41.98,-87.7017425
Francisco Ave & Montrose Ave,1381,38,0,2023-02-01,2024-01-31,41.96,-87.70106816666667
Franklin St & Adams St (Temp),10184,416,7,2023-02-01,2024-01-31,41.87658116666667,-87.69673251666667
Franklin St & Chicago Ave,13982,336,6,2023-02-01,2024-01-31,41.795286894,-87.6639273
Franklin St & Illinois St,13921,374,1,2023-02-01,2024-01-31,41.86700236666667,-87.666705
Franklin St & Jackson Blvd,16523,519,9,2023-02-01,2024-01-31,41.8718035,-87.7510985
Franklin St & Lake St,16048,684,21,2023-02-01,2024-01-31,41.85788175,-87.680721164
Franklin St & Monroe St,15940,619,17,2023-02-01,2024-01-31,41.87441616666667,-87.836727262
Fullerton & Monitor,140,3,0,2023-02-02,2024-01-31,41.92,-87.772464
Glenwood Ave & Morse Ave,4582,128,1,2023-02-01,2024-01-31,42.004653833333336,-87.6657515
Glenwood Ave & Touhy Ave,2104,53,3,2023-02-01,2024-01-31,42.01256454,-87.66655423333333
Green St & Madison St,19955,516,11,2023-02-01,2024-01-31,41.87544583333333,-87.70212518333334
Green St & Randolph St*,5902,185,3,2023-02-01,2024-01-31,41.857762218,-87.68198516666666
Green St & Washington Blvd,8394,169,5,2023-02-01,2024-01-31,41.882128119,-87.64951086
Greenview Ave & Diversey Pkwy,7009,159,4,2023-02-01,2024-01-31,41.919680666666665,-87.6778285
Greenview Ave & Fullerton Ave,11563,239,0,2023-02-01,2024-01-31,41.883601657275165,-87.667265534
Greenview Ave & Jarvis Ave,3464,85,0,2023-02-01,2024-01-31,42.015858,-87.66887033333333
Greenwood Ave & 47th St,2673,105,2,2023-02-01,2024-01-31,41.804552317,-87.735646129
Greenwood Ave & 79th St,156,3,0,2023-02-09,2024-01-28,41.75122416666667,-87.597552
Greenwood Ave & 91st St,103,0,0,2023-02-06,2023-12-13,41.728264268162725,-87.597456932
Greenwood Ave & 97th St,272,3,0,2023-02-05,2024-01-21,41.718642354,-87.597653031
Hale Ave & 107th St,165,3,0,2023-02-05,2024-01-31,41.699121952,-87.668963313
Halsted St & 104th St,61,2,0,2023-03-21,2024-01-31,41.705124974,-87.64252083333334
Halsted St & 111th St,108,6,0,2023-02-06,2024-01-31,41.692234993,-87.64281633333333
Halsted St & 18th St,4253,88,0,2023-02-01,2024-01-31,41.856733799,-87.64925348333334
Halsted St & 21st St,2714,62,1,2023-02-01,2024-01-31,41.853443265,-87.647059679
Halsted St & 35th St,3142,78,3,2023-02-01,2024-01-31,41.7998048,-87.647266865
Halsted St & 37th St,597,14,0,2023-02-01,2024-01-31,41.826959848,-87.64580816666667
Halsted St & 47th Pl,224,6,0,2023-02-04,2024-01-30,41.808098674,-87.64572533333333
Halsted St & 51st St,119,3,0,2023-02-05,2024-01-31,41.80166866666666,-87.64530016666667
Halsted St & 56th St,65,0,0,2023-02-02,2023-12-18,41.79292964599,-87.645077229
Halsted St & 59th St,51,2,0,2023-02-08,2024-01-08,41.78753221,-87.644924879
Halsted St & 63rd St,247,7,0,2023-02-04,2024-01-29,41.779269576,-87.64518261
Halsted St & 69th St,171,21,3,2023-02-18,2024-01-30,41.768924,-87.644676566
Halsted St & 73rd St,73,10,0,2023-02-13,2024-01-25,41.76160543804394,-87.64416097666071
Halsted St & 78th St,135,2,0,2023-02-15,2024-01-08,41.752426744,-87.6439021574879
Halsted St & 96th St,353,4,0,2023-02-05,2024-01-08,41.719544649,-87.64302
Halsted St & Archer Ave,3017,76,0,2023-02-01,2024-01-31,41.84665072,-87.67599081666667
Halsted St & Clybourn Ave,21380,564,7,2023-02-01,2024-01-31,41.87799155,-87.68015061666667
Halsted St & Dickens Ave,15572,308,2,2023-02-01,2024-01-31,41.88494526666667,-87.664957
Halsted St & Fulton St,15701,559,7,2023-03-16,2024-01-31,41.870526,-87.74686418333333
Halsted St & Maxwell St,10720,279,4,2023-02-01,2024-01-31,41.864142179,-87.67029046666667
Halsted St & North Branch St,2478,52,0,2023-02-01,2024-01-31,41.883601657275165,-87.6493541
Halsted St & Polk St,17418,532,8,2023-02-01,2024-01-31,41.868257666666665,-87.6801306
Halsted St & Roosevelt Rd,9295,285,6,2023-02-01,2024-01-31,41.83479225,-87.67599081666667
Halsted St & Roscoe St,20584,362,6,2023-02-01,2024-01-31,41.879627228,-87.68068483333333
Halsted St & Willow St,10560,224,4,2023-02-01,2024-01-31,41.883601657275165,-87.649495482
Halsted St & Wrightwood Ave,19358,485,8,2023-02-01,2024-01-31,41.7643715,-87.75756263333334
Hamlin Ave & 62nd Pl,97,6,0,2023-02-06,2024-01-29,41.77979883333333,-87.72
Hamlin Ave & Grand Ave,179,5,0,2023-04-29,2024-01-29,41.9,-87.72163016666667
Hampden Ct & Diversey Ave,4309,117,0,2023-02-01,2024-01-30,41.93,-87.64285633333333
Harding Ave & 26th St,64,3,0,2023-02-08,2024-01-31,41.84,-87.723469853
Harlem & Irving Park,482,21,0,2023-02-01,2024-01-29,41.95,-87.81
Harlem Ave & Grace St,100,3,0,2023-02-13,2024-01-25,41.948844433,-87.81
Harper Ave & 59th St,4618,117,3,2023-02-01,2024-01-31,41.78734033333333,-87.591936
Hastings LWS,67,0,0,2023-02-24,2023-04-20,41.86,-87.68
Hegewisch Metra Station,104,6,0,2023-02-06,2024-01-29,41.64850076266409,-87.54633266666667
Hermitage Ave & Polk St,6283,281,1,2023-02-01,2024-01-31,41.870988846,-87.67229251666667
Homan Ave & 65th St,97,1,0,2023-02-24,2024-01-30,41.775047421,-87.71
Homan Ave & Fillmore St,72,5,0,2023-02-03,2024-01-30,41.868007541,-87.710914254
Homewood Ave & 115th St,89,1,0,2023-02-03,2024-01-03,41.684535742,-87.670933127
Honore St & Division St,12724,319,3,2023-02-01,2024-01-31,41.87978123333333,-87.68610881666666
Houston Ave & 92nd St,143,12,0,2023-03-16,2024-01-21,41.728154302,-87.54970014095306
Hoyne Ave & 34th St,171,3,0,2023-02-02,2024-01-21,41.83,-87.68
Hoyne Ave & 47th St,352,19,1,2023-02-05,2024-01-31,41.80812866666667,-87.6773305
Hoyne Ave & Balmoral Ave,2651,96,1,2023-02-01,2024-01-31,41.979223013,-87.68219173
Humboldt Blvd & Armitage Ave,5755,128,3,2023-02-01,2024-01-31,41.883601657275165,-87.701975107
Indiana Ave & 103rd St,79,0,0,2023-02-04,2023-12-30,41.706908,-87.618808
Indiana Ave & 133rd St,30,0,0,2023-02-19,2023-09-30,41.65,-87.62
Indiana Ave & 26th St,3398,78,2,2023-02-02,2024-01-31,41.845237494,-87.66671835
Indiana Ave & 31st St,5370,145,6,2023-02-01,2024-01-31,41.804552317,-87.735646129
Indiana Ave & 40th St,295,4,0,2023-02-03,2024-01-31,41.82155616666667,-87.6216
Indiana Ave & Roosevelt Rd,25953,510,10,2023-02-01,2024-01-31,41.85382216666667,-87.64862671494483
Jefferson St & Monroe St,9731,252,8,2023-02-01,2024-01-31,41.87277781666667,-87.6801306
Jeffery Blvd & 67th St,561,48,2,2023-02-11,2024-01-31,41.773396015,-87.57754883333334
Jeffery Blvd & 71st St,471,17,0,2023-02-05,2024-01-30,41.766523,-87.576579809
Jeffery Blvd & 76th St,106,4,0,2023-02-04,2024-01-31,41.75709166666667,-87.575936
Karlov Ave & Armitage Ave,61,28,0,2023-10-21,2024-01-31,41.91738566666667,-87.72904566666666
Karlov Ave & Lawrence Ave,58,3,0,2023-10-20,2024-01-13,41.96788,-87.73041383333333
Karlov Ave & Madison St,119,12,0,2023-02-05,2024-01-31,41.8807605,-87.72806266666667
Kedzie Ave & 104th St,61,0,0,2023-03-12,2023-12-15,41.7,-87.701453805
Kedzie Ave & 110th St,241,4,0,2023-02-12,2024-01-30,41.691803098,-87.701359272
Kedzie Ave & 21st St,411,17,1,2023-02-01,2024-01-26,41.85328269,-87.705159545
Kedzie Ave & 24th St,153,4,0,2023-02-02,2024-01-31,41.848093152,-87.705645204
Kedzie Ave & 24th St (Temp),9,0,0,2023-04-21,2023-05-22,41.846357,-87.705414
Kedzie Ave & 45th St,136,5,0,2023-02-02,2024-01-26,41.81,-87.704198599
Kedzie Ave & 48th Pl,813,32,0,2023-02-01,2024-01-31,41.8,-87.704409242
Kedzie Ave & 52nd St,164,6,0,2023-02-05,2024-01-30,41.79898516666667,-87.7036075
Kedzie Ave & 57th St,328,10,0,2023-02-04,2024-01-31,41.78972016666667,-87.70356183333334
Kedzie Ave & 66th Pl,41,8,0,2023-09-23,2024-01-30,41.772504568,-87.703278065
Kedzie Ave & 73rd St,13,3,0,2023-10-22,2024-01-30,41.76068083333333,-87.70233433333334
Kedzie Ave & 83rd St,5,1,0,2023-11-08,2024-01-07,41.742523,-87.702581644
Kedzie Ave & Bryn Mawr Ave,910,15,0,2023-02-02,2024-01-30,41.981450558,-87.710479259
Kedzie Ave & Chicago Ave,747,21,0,2023-02-01,2024-01-31,41.895332456,-87.706257463
Kedzie Ave & Foster Ave,1363,15,0,2023-02-02,2024-01-31,41.975323558,-87.709423
Kedzie Ave & George St,1191,26,0,2023-02-01,2024-01-29,41.93,-87.71
Kedzie Ave & Harrison St,158,0,0,2023-02-04,2023-11-08,41.873562098,-87.70497183333333
Kedzie Ave & Lake St,922,4,0,2023-02-01,2024-01-30,41.88361454,-87.706960797
Kedzie Ave & Leland Ave,2134,58,1,2023-02-01,2024-01-31,41.966463,-87.708332539
Kedzie Ave & Milwaukee Ave,12977,279,4,2023-02-01,2024-01-31,41.869366883333335,-87.76630316666666
Kedzie Ave & Palmer Ct,4137,160,4,2023-02-01,2024-01-31,41.87371633333333,-87.71053966666666
Kedzie Ave & Redfield Dr,23,3,0,2023-09-23,2024-01-30,41.7652005,-87.70342583333333
Kedzie Ave & Roosevelt Rd,224,4,0,2023-02-15,2024-01-31,41.86648566666667,-87.7065845
Keeler Ave & Carmen Ave,3,2,0,2023-12-29,2024-01-28,41.974323,-87.7331
Keeler Ave & Roosevelt Rd,41,1,0,2023-03-31,2024-01-03,41.86624866666666,-87.73006483333333
Kenneth Ave & 50th St,105,0,0,2023-02-12,2023-12-21,41.8,-87.734456182
Kenneth Ave & Lawrence Ave,63,6,0,2023-10-13,2024-01-30,41.967600942,-87.740263462
Kenosha & Wellington,442,0,0,2023-02-01,2023-09-27,41.93,-87.733904362
Kenosha Ave & Wellington Ave,122,23,0,2023-09-28,2024-01-31,41.934325576,-87.733877182
Kenton Ave & Madison St,158,4,0,2023-02-02,2024-01-26,41.880652,-87.74112308
Keystone Ave & Fullerton Ave,1157,39,0,2023-02-01,2024-01-31,41.924340487,-87.728071809
Keystone Ave & Montrose Ave,961,10,1,2023-02-01,2024-01-30,41.960744858,-87.729311228
Kilbourn & Belden,208,6,0,2023-02-06,2024-01-26,41.92,-87.74
Kilbourn & Roscoe,383,0,0,2023-02-01,2023-10-18,41.94,-87.74
Kilbourn Ave & Belden Ave,22,8,0,2023-12-01,2024-01-31,41.922228575,-87.73907333333334
Kilbourn Ave & Irving Park Rd,690,15,1,2023-02-01,2024-01-31,41.95353516666667,-87.740733027
Kilbourn Ave & Milwaukee Ave,522,21,0,2023-02-03,2024-01-31,41.9469785,-87.740105748
Kilbourn Ave & Roscoe St,43,6,0,2023-10-19,2024-01-31,41.94267933333333,-87.739634156
Kildare & Cermak,71,0,0,2023-02-10,2023-12-25,41.85,-87.732162476
Kildare Ave & 26th St,116,4,0,2023-02-02,2024-01-26,41.84,-87.7324015
Kildare Ave & 47th St,206,3,1,2023-02-18,2024-01-16,41.807560325,-87.731058359
Kildare Ave & 55th St,65,5,0,2023-02-07,2024-01-31,41.79,-87.730662346
Kildare Ave & 85th St,1,0,0,2023-12-27,2023-12-27,41.738463,-87.728572
Kildare Ave & Chicago Ave,78,3,0,2023-02-09,2024-01-30,41.895260453,-87.733885407
Kildare Ave & Division St,81,1,0,2023-03-16,2024-01-29,41.9,-87.73383133333333
Kildare Ave & Montrose Ave,960,22,0,2023-02-01,2024-01-31,41.96097266666666,-87.735870361
Kilpatrick Ave & Grand Ave,202,3,0,2023-02-08,2024-01-30,41.91,-87.7439145
Kilpatrick Ave & Parker Ave,392,6,0,2023-02-01,2024-01-31,41.93,-87.744185686
Kimball Ave & Belmont Ave,3304,106,0,2023-02-01,2024-01-31,41.926991533333336,-87.712895513
Kimbark Ave & 53rd St,16105,666,12,2023-02-01,2024-01-31,41.787702441,-87.60158598333334
Kingsbury St & Erie St,20128,820,23,2023-02-01,2024-01-31,41.88012183333333,-87.836727262
Kingsbury St & Kinzie St,34915,1458,26,2023-02-01,2024-01-31,41.862826166666665,-87.72222923333334
Knox Ave & Montrose Ave,1574,42,2,2023-02-01,2024-01-31,41.960539579,-87.74554
Komensky Ave & 31st St,195,13,0,2023-05-05,2024-01-31,41.83661592,-87.73
Komensky Ave & 55th St,134,7,0,2023-02-07,2024-01-28,41.79,-87.724505663
Kosciuszko Park,2617,68,0,2023-02-01,2024-01-31,41.930115938,-87.724234939
Kostner Ave & 63rd St,148,2,0,2023-02-07,2024-01-07,41.778686762,-87.732590795
Kostner Ave & Adams St,198,16,0,2023-02-01,2024-01-31,41.877839,-87.73614783333333
Kostner Ave & Belmont Ave,11,7,1,2023-12-12,2024-01-31,41.93916716666666,-87.73721416666666
Kostner Ave & Lake St,103,2,0,2023-03-07,2024-01-31,41.885873437,-87.73545833333333
Kostner Ave & Wrightwood Ave,482,26,1,2023-02-01,2024-01-31,41.927805901,-87.74
La Villita Park (Albany/30th),67,0,0,2023-02-06,2023-12-24,41.8392205,-87.702096224
LaSalle Dr & Huron St,11581,285,7,2023-02-01,2024-01-31,41.883601657275165,-87.836727262
LaSalle St & Adams St,5072,163,8,2023-02-01,2024-01-31,41.85700815,-87.64862671494483
LaSalle St & Illinois St,22578,532,12,2023-02-01,2024-01-31,41.760866283333336,-87.680314541
LaSalle St & Jackson Blvd,15692,706,21,2023-02-01,2024-01-31,41.87161063333333,-87.65683966666667
LaSalle St & Washington St,8469,349,5,2023-02-01,2024-01-31,41.87937535,-87.666841
Laflin St & Cullerton St,2801,64,1,2023-02-01,2024-01-31,41.854291333333336,-87.667806
Lake Park Ave & 35th St,3724,69,1,2023-02-01,2024-01-31,41.830796242,-87.609025717
Lake Park Ave & 47th St,2021,16,0,2023-02-01,2024-01-27,41.809057474,-87.59206666666667
Lake Park Ave & 53rd St,6831,212,0,2023-02-01,2024-01-31,41.798202991,-87.58703633333333
Lake Park Ave & 56th St,9004,391,7,2023-02-01,2024-01-31,41.78516333333334,-87.6039605
Lakefront Trail & Bryn Mawr Ave,12156,79,4,2023-02-01,2024-01-31,41.88796583333333,-87.669974446
Lakefront Trail & Wilson Ave,8538,60,0,2023-02-01,2024-01-31,41.88164746666666,-87.64969933333333
Lakeview Ave & Fullerton Pkwy,19963,304,9,2023-02-01,2024-01-31,41.87978123333333,-87.68610881666666
Lamon Ave & Armitage Ave,248,7,0,2023-02-03,2024-01-31,41.916573166666666,-87.75
Lamon Ave & Belmont Ave,291,2,0,2023-02-02,2024-01-27,41.938723,-87.75
Lamon Ave & Chicago Ave,85,2,0,2023-02-17,2024-01-25,41.89515216666667,-87.75
Laramie Ave & Gladys Ave,44,1,0,2023-02-18,2024-01-10,41.875770092,-87.755402088
Laramie Ave & Kinzie St,128,3,0,2023-02-03,2024-01-30,41.88778466666667,-87.75573483333334
Laramie Ave & Madison St,191,3,0,2023-02-08,2024-01-24,41.88014257,-87.755932093
Larrabee St & Armitage Ave,8735,217,3,2023-02-01,2024-01-31,41.904341216666666,-87.65606545
Larrabee St & Division St,11314,253,11,2023-02-01,2024-01-31,41.88178991666667,-87.6639273
Larrabee St & Kingsbury St,21790,1008,21,2023-02-01,2024-01-31,41.81354966666667,-87.69310733333333
Larrabee St & Menomonee St,6035,190,1,2023-02-01,2024-01-31,41.883601657275165,-87.65218332409859
Larrabee St & North Ave,7799,166,2,2023-02-01,2024-01-31,41.765909666666666,-87.64862671494483
Larrabee St & Oak St,8914,353,8,2023-02-01,2024-01-31,41.795286894,-87.6639273
Larrabee St & Webster Ave,20628,366,11,2023-02-01,2024-01-31,41.87799155,-87.65374916666667
Latrobe Ave & Chicago Ave,120,3,0,2023-02-16,2024-01-08,41.894646,-87.75696833333333
Lavergne & Fullerton,229,0,0,2023-02-02,2023-10-15,41.92,-87.751312375
Lavergne Ave & 46th St,17,0,0,2023-03-04,2023-08-21,41.809298,-87.75
Lavergne Ave & Division St,24,0,0,2023-04-03,2023-12-04,41.9,-87.75103983333334
Lavergne Ave & Fullerton Ave,49,6,1,2023-10-16,2024-01-31,41.92390866666667,-87.75185453899999
Lawler Ave & 50th St,138,3,0,2023-02-14,2024-01-25,41.8,-87.75
Lawndale Ave & 111th St,161,3,0,2023-02-06,2024-01-27,41.691205859,-87.71292033333333
Lawndale Ave & 16th St,72,2,0,2023-02-01,2024-01-28,41.859081984,-87.72
Lawndale Ave & 30th St,173,4,0,2023-02-03,2024-01-31,41.83883616666667,-87.72
Leamington Ave & Hirsch St,61,0,0,2023-02-12,2023-12-26,41.905786276,-87.754975
Leavitt St & Addison St,3165,54,1,2023-02-01,2024-01-31,41.883601657275165,-87.683529
Leavitt St & Archer Ave,1274,30,0,2023-02-01,2024-01-31,41.828660727,-87.68080008
Leavitt St & Armitage Ave,6256,145,0,2023-02-01,2024-01-31,41.885064363,-87.683215022
Leavitt St & Belmont Ave,4521,86,0,2023-02-01,2024-01-31,41.939106345,-87.70630538333333
Leavitt St & Chicago Ave,5787,167,9,2023-02-01,2024-01-31,41.883601657275165,-87.682617784
Leavitt St & Division St,5378,134,3,2023-02-01,2024-01-31,41.883601657275165,-87.684502959
Leavitt St & Lawrence Ave,3121,81,0,2023-02-01,2024-01-31,41.88164746666666,-87.684306026
Leavitt St & North Ave,7586,116,2,2023-02-01,2024-01-31,41.883601657275165,-87.687886953
Leavitt St/North Ave,157,27,0,2023-11-15,2024-01-30,41.91000816666666,-87.682402
Leclaire Ave & Belmont Ave,1,1,0,2024-01-29,2024-01-29,41.939041,-87.754197
Lincoln Ave & Addison St,3984,86,4,2023-02-01,2024-01-31,41.883601657275165,-87.68471645
Lincoln Ave & Balmoral Ave,565,7,0,2023-02-01,2024-01-28,41.979322672,-87.693292499
Lincoln Ave & Belle Plaine Ave,5410,135,5,2023-02-01,2024-01-31,41.883601657275165,-87.6978458
Lincoln Ave & Belmont Ave (Temp),3545,0,0,2023-02-01,2023-07-10,41.883601657275165,-87.67193675
Lincoln Ave & Byron St,3537,83,0,2023-04-12,2024-01-31,41.88547575,-87.68
Lincoln Ave & Diversey Pkwy,13940,285,2,2023-02-01,2024-01-31,41.883601657275165,-87.75756263333334
Lincoln Ave & Fullerton Ave,22091,459,17,2023-02-01,2024-01-31,41.87947583333333,-87.680721164
Lincoln Ave & Melrose St,5431,235,5,2023-07-10,2024-01-31,41.9115182,-87.67318355
Lincoln Ave & Peterson Ave,488,15,0,2023-02-02,2024-01-31,41.99,-87.71
Lincoln Ave & Roscoe St*,6712,238,5,2023-02-01,2024-01-31,41.92629348333333,-87.67125833333333
Lincoln Ave & Sunnyside Ave,6128,132,1,2023-02-01,2024-01-31,41.87799155,-87.74485883333334
Lincoln Ave & Waveland Ave,4581,123,1,2023-02-01,2024-01-31,41.883601657275165,-87.68010996666666
Lincoln Ave & Winona St,2409,55,0,2023-02-01,2024-01-31,41.94155633333333,-87.70090333333333
Lincoln Park Conservatory,12736,161,0,2023-02-01,2024-01-31,41.89029776666667,-87.68006586666667
Lincolnwood Dr & Central St,447,8,0,2023-02-05,2024-01-30,42.06467933333333,-87.71543133333333
Lockwood Ave & Wrightwood Ave,435,0,0,2023-02-02,2023-12-29,41.927694321,-87.76
Logan Blvd & Elston Ave,6177,180,2,2023-02-01,2024-01-31,41.82328903333333,-87.687553048
Long & Irving Park,781,20,0,2023-02-01,2024-01-31,41.95,-87.76222466666667
Long Ave & Belden Ave,197,11,0,2023-02-13,2024-01-30,41.92,-87.761035681
Long Ave & Belmont Ave,191,10,0,2023-02-05,2024-01-29,41.938244462,-87.761742
Long Ave & North Ave,56,2,0,2023-03-11,2024-01-03,41.90909233333333,-87.761055112
Loomis Blvd & 84th St,120,2,0,2023-02-18,2024-01-08,41.74148652861805,-87.658473134
Loomis St & 89th St,67,0,0,2023-02-02,2023-12-23,41.73237975329554,-87.65812
Loomis St & Archer Ave,1324,37,0,2023-02-07,2024-01-31,41.841440678,-87.6579144
Loomis St & Jackson Blvd,6327,216,7,2023-02-01,2024-01-31,41.877405643,-87.75756263333334
Loomis St & Lexington St,21379,615,13,2023-02-01,2024-01-31,41.848570933333335,-87.74485883333334
MLK Jr Dr & 29th St,15780,435,11,2023-02-01,2024-01-31,41.83479225,-87.65009975
MLK Jr Dr & 47th St,759,8,0,2023-02-02,2024-01-30,41.809536934,-87.616499305
MLK Jr Dr & 56th St,357,15,0,2023-02-01,2024-01-29,41.793383956,-87.65991913333333
MLK Jr Dr & 63rd St,234,5,0,2023-02-26,2024-01-27,41.7800145,-87.616183996
MLK Jr Dr & 83rd St,80,5,0,2023-02-02,2024-01-07,41.74302716666666,-87.61485783333333
MLK Jr Dr & Pershing Rd,1552,39,0,2023-02-01,2024-01-31,41.824378133,-87.631836653
MTV Hubbard St,1651,62,0,2023-02-01,2024-01-31,41.889609814,-87.680562019
Major Ave & Bloomingdale Ave,59,1,0,2023-04-12,2024-01-30,41.91,-87.77
Major Taylor Trail & 115th St,146,3,0,2023-02-03,2024-01-31,41.684890747,-87.653252244
Major Taylor Trail & 124th St,34,2,0,2023-03-03,2024-01-31,41.668680191,-87.63723933333333
Malcolm X College,2091,57,0,2023-02-02,2024-01-31,41.877320833333336,-87.70212518333334
Manor Ave & Leland Ave,2044,39,0,2023-02-01,2024-01-31,41.96097361666666,-87.701170444
Maplewood Ave & 59th St,113,1,0,2023-02-07,2024-01-26,41.786146333333335,-87.69
Maplewood Ave & Peterson Ave,588,15,0,2023-02-01,2024-01-31,41.990105,-87.69348
Marine Dr & Ainslie St,7123,93,1,2023-02-01,2024-01-31,41.879627228,-87.6546735
Marquette Ave & 89th St,60,0,0,2023-02-02,2023-11-02,41.73351616666667,-87.558621883
Marshfield Ave & 44th St,228,11,0,2023-02-01,2024-01-31,41.813933253,-87.666852117
Marshfield Ave & 59th St,86,1,0,2023-03-07,2024-01-04,41.78665781,-87.666665196
Martin Luther King Dr & 111th St,145,1,0,2023-02-02,2024-01-31,41.69,-87.61384833333334
Maryland Ave & 104th St,80,0,0,2023-02-23,2023-12-01,41.70554066666666,-87.60332166666667
Mason Ave & Belmont Ave,130,1,0,2023-02-01,2024-01-19,41.93819216666667,-87.772702575
May St & 69th St,352,21,3,2023-02-02,2024-01-30,41.768833041,-87.653045177
May St & Cullerton St,2369,41,0,2023-02-01,2024-01-31,41.854607582,-87.68962943333334
May St & Taylor St,13327,356,11,2023-02-01,2024-01-31,41.868771672,-87.74485883333334
Mayfield & Roosevelt Rd,49,1,0,2023-02-05,2024-01-07,41.865580082,-87.77185266666666
McClurg Ct & Erie St,14952,506,11,2023-02-01,2024-01-31,41.84881505,-87.6738285
McClurg Ct & Ohio St,21369,455,16,2023-02-01,2024-01-31,41.8718015,-87.65228927135468
McCormick Blvd & Devon Ave,191,9,0,2023-09-28,2024-01-29,41.99701,-87.71126
McCormick Place,7628,86,0,2023-02-01,2024-01-31,41.83479225,-87.68015516666667
Meade Ave & Addison St,125,6,0,2023-02-11,2024-01-29,41.94584166666667,-87.78
Meade Ave & Diversey Ave,228,5,0,2023-02-01,2024-01-28,41.93,-87.78
Menard Ave & Division St,53,0,0,2023-02-03,2023-12-08,41.9,-87.770692587
Menard Ave & North Ave,44,0,0,2023-03-11,2023-10-21,41.90966483333333,-87.770274
Michigan Ave & 114th St,40,0,0,2023-02-11,2023-12-31,41.686962666666666,-87.621216774
Michigan Ave & 14th St,12162,299,1,2023-02-01,2024-01-31,41.84840618333333,-87.6820793
Michigan Ave & 18th St,9163,213,3,2023-02-01,2024-01-31,41.856722713,-87.64862671494483
Michigan Ave & 71st St,281,7,0,2023-02-06,2024-01-30,41.765185356,-87.621865392
Michigan Ave & 8th St,17564,253,4,2023-02-01,2024-01-31,41.79230716666667,-87.79782316666666
Michigan Ave & Ida B Wells Dr,7896,129,0,2023-02-01,2024-01-31,41.87371633333333,-87.79073248333333
Michigan Ave & Jackson Blvd,12338,274,2,2023-02-01,2024-01-31,41.866806149,-87.680721164
Michigan Ave & Lake St,21178,597,0,2023-02-01,2024-01-31,41.705845233333335,-87.71734213333333
Michigan Ave & Madison St,10103,233,3,2023-02-01,2024-01-31,41.856773833333335,-87.65648466666667
